,%time,field.header.seq,field.header.stamp,field.header.frame_id,field.timestamp_,field.frame_number_,field.left_host_lane_.header.seq,field.left_host_lane_.header.stamp,field.left_host_lane_.header.frame_id,field.left_host_lane_.lane_id_,field.left_host_lane_.lane_track_status_,field.left_host_lane_.lane_exsit_conf_,field.left_host_lane_.lane_type_,field.left_host_lane_.lane_type_conf_,field.left_host_lane_.lane_color_,field.left_host_lane_.line_width_,field.left_host_lane_.coeffA_,field.left_host_lane_.coeffA_std_,field.left_host_lane_.coeffB_,field.left_host_lane_.coeffB_std_,field.left_host_lane_.coeffC_,field.left_host_lane_.coeffC_std_,field.left_host_lane_.coeffD_,field.left_host_lane_.coeffD_std_,field.left_host_lane_.lane_startX_,field.left_host_lane_.lane_startY_,field.left_host_lane_.lane_end_,field.left_host_lane_.lane_total_age_,field.left_host_lane_.lane_init_age_,field.left_host_lane_.lane_measure_age_,field.left_host_lane_.lane_predict_age_,field.left_host_lane_.lane_change_,field.right_host_lane_.header.seq,field.right_host_lane_.header.stamp,field.right_host_lane_.header.frame_id,field.right_host_lane_.lane_id_,field.right_host_lane_.lane_track_status_,field.right_host_lane_.lane_exsit_conf_,field.right_host_lane_.lane_type_,field.right_host_lane_.lane_type_conf_,field.right_host_lane_.lane_color_,field.right_host_lane_.line_width_,field.right_host_lane_.coeffA_,field.right_host_lane_.coeffA_std_,field.right_host_lane_.coeffB_,field.right_host_lane_.coeffB_std_,field.right_host_lane_.coeffC_,field.right_host_lane_.coeffC_std_,field.right_host_lane_.coeffD_,field.right_host_lane_.coeffD_std_,field.right_host_lane_.lane_startX_,field.right_host_lane_.lane_startY_,field.right_host_lane_.lane_end_,field.right_host_lane_.lane_total_age_,field.right_host_lane_.lane_init_age_,field.right_host_lane_.lane_measure_age_,field.right_host_lane_.lane_predict_age_,field.right_host_lane_.lane_change_,field.left_neigbour_lane_.header.seq,field.left_neigbour_lane_.header.stamp,field.left_neigbour_lane_.header.frame_id,field.left_neigbour_lane_.lane_id_,field.left_neigbour_lane_.lane_track_status_,field.left_neigbour_lane_.lane_exsit_conf_,field.left_neigbour_lane_.lane_type_,field.left_neigbour_lane_.lane_type_conf_,field.left_neigbour_lane_.lane_color_,field.left_neigbour_lane_.line_width_,field.left_neigbour_lane_.coeffA_,field.left_neigbour_lane_.coeffA_std_,field.left_neigbour_lane_.coeffB_,field.left_neigbour_lane_.coeffB_std_,field.left_neigbour_lane_.coeffC_,field.left_neigbour_lane_.coeffC_std_,field.left_neigbour_lane_.coeffD_,field.left_neigbour_lane_.coeffD_std_,field.left_neigbour_lane_.lane_startX_,field.left_neigbour_lane_.lane_startY_,field.left_neigbour_lane_.lane_end_,field.left_neigbour_lane_.lane_total_age_,field.left_neigbour_lane_.lane_init_age_,field.left_neigbour_lane_.lane_measure_age_,field.left_neigbour_lane_.lane_predict_age_,field.left_neigbour_lane_.lane_change_,field.right_neigbour_lane_.header.seq,field.right_neigbour_lane_.header.stamp,field.right_neigbour_lane_.header.frame_id,field.right_neigbour_lane_.lane_id_,field.right_neigbour_lane_.lane_track_status_,field.right_neigbour_lane_.lane_exsit_conf_,field.right_neigbour_lane_.lane_type_,field.right_neigbour_lane_.lane_type_conf_,field.right_neigbour_lane_.lane_color_,field.right_neigbour_lane_.line_width_,field.right_neigbour_lane_.coeffA_,field.right_neigbour_lane_.coeffA_std_,field.right_neigbour_lane_.coeffB_,field.right_neigbour_lane_.coeffB_std_,field.right_neigbour_lane_.coeffC_,field.right_neigbour_lane_.coeffC_std_,field.right_neigbour_lane_.coeffD_,field.right_neigbour_lane_.coeffD_std_,field.right_neigbour_lane_.lane_startX_,field.right_neigbour_lane_.lane_startY_,field.right_neigbour_lane_.lane_end_,field.right_neigbour_lane_.lane_total_age_,field.right_neigbour_lane_.lane_init_age_,field.right_neigbour_lane_.lane_measure_age_,field.right_neigbour_lane_.lane_predict_age_,field.right_neigbour_lane_.lane_change_
55,1634697445077741163,20594,1634697367787044650,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.75800001621,0.0,0.0337000004947,0.0,0.00188999995589,0.0,6.40000007479e-06,0.0,0.0,0.0,36.4599990845,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,1.80400002003,0.0,-0.0262000001967,0.0,0.00289999996312,0.0,7.579999874e-06,0.0,0.0,0.0,42.3600006104,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
56,1634697445129020285,20595,1634697367838210350,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.86399996281,0.0,0.0100999996066,0.0,0.00115000002552,0.0,3.05000003209e-06,0.0,0.0,0.0,59.1300010681,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,1.68599998951,0.0,0.00760000012815,0.0,0.00115000002552,0.0,3.11999997393e-06,0.0,0.0,0.0,64.9300003052,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
58,1634697445231268770,20597,1634697367938293820,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.87000000477,0.0,0.00920000020415,0.0,0.00118000002112,0.0,5.03999990542e-06,0.0,0.0,0.0,56.5200004578,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,1.65799999237,0.0,0.00650000013411,0.0,0.00118000002112,0.0,5.10000018039e-06,0.0,0.0,0.0,63.25,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
59,1634697445277176972,20598,1634697367986422270,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.80400002003,0.0,0.0116999996826,0.0,0.00118999998085,0.0,4.99999987369e-06,0.0,0.0,0.0,56.5200004578,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,1.63600003719,0.0,0.00499999988824,0.0,0.00118999998085,0.0,5.17999978911e-06,0.0,0.0,0.0,63.25,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
60,1634697445326918923,20599,1634697368036270240,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.7990000248,0.0,0.0118000004441,0.0,0.001200000057,0.0,4.99999987369e-06,0.0,0.0,0.0,56.5200004578,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,1.63800001144,0.0,0.00520000001416,0.0,0.001200000057,0.0,5.17999978911e-06,0.0,0.0,0.0,63.25,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
62,1634697445429063603,20601,1634697368136673480,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.80700004101,0.0,0.0122999995947,0.0,0.00126000004821,0.0,8.53999972605e-06,0.0,0.0,0.0,43.5200004578,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,1.68900001049,0.0,0.00590000022203,0.0,0.00126000004821,0.0,8.8799997684e-06,0.0,0.0,0.0,55.4599990845,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
63,1634697445477290546,20602,1634697368186578000,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.84800004959,0.0,0.00769999995828,0.0,0.00129000004381,0.0,1.02599997263e-05,0.0,0.0,0.0,47.8199996948,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,1.75199997425,0.0,0.00949999969453,0.0,0.00129000004381,0.0,1.02399999378e-05,0.0,0.0,0.0,52.2700004578,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
64,1634697445526888909,20603,1634697368236180270,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.8409999609,0.0,0.00810000021011,0.0,0.00132000003941,0.0,1.02599997263e-05,0.0,0.0,0.0,47.8199996948,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,1.77100002766,0.0,0.0100999996066,0.0,0.00132000003941,0.0,1.02399999378e-05,0.0,0.0,0.0,52.2700004578,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
66,1634697445630838184,20605,1634697368338222570,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.8259999752,0.0,0.0108000002801,0.0,0.00132999999914,0.0,6.30000022284e-06,0.0,0.0,0.0,56.6599998474,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,1.73300004005,0.0,0.0104999998584,0.0,0.00132999999914,0.0,6.32000001133e-06,0.0,0.0,0.0,64.3099975586,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
67,1634697445676999141,20606,1634697368386099470,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.84300005436,0.0,0.0111999996006,0.0,0.00132999999914,0.0,3.33000002684e-06,0.0,0.0,0.0,54.9000015259,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,1.7120000124,0.0,0.00980000011623,0.0,0.00132999999914,0.0,3.39999996868e-06,0.0,0.0,0.0,50.0499992371,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
68,1634697445727672239,20607,1634697368436917870,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.8220000267,0.0,0.0119000002742,0.0,0.00135000003502,0.0,4.18999979956e-06,0.0,0.0,0.0,54.9000015259,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,1.6970000267,0.0,0.0077999997884,0.0,0.00133999995887,0.0,3.54000007974e-06,0.0,0.0,0.0,50.0499992371,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
70,1634697445828999540,20609,1634697368536278370,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.76100003719,0.0,0.0355999991298,0.0,0.00255000009201,0.0,-5.1900001381e-06,0.0,0.0,0.0,27.3400001526,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,1.81299996376,0.0,-0.0397000014782,0.0,0.00377999991179,0.0,1.88600006368e-05,0.0,0.0,0.0,39.2700004578,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
71,1634697445877540868,20610,1634697368586772280,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.75899994373,0.0,0.0362000018358,0.0,0.00261999992654,0.0,5.84999997955e-06,0.0,0.0,0.0,25.5699996948,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,1.76600003242,0.0,-0.0456999987364,0.0,0.0038999998942,0.0,2.79100004263e-05,0.0,0.0,0.0,37.5200004578,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
72,1634697445927794792,20611,1634697368637056510,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.74300003052,0.0,0.0373999997973,0.0,0.00263000000268,0.0,5.84999997955e-06,0.0,0.0,0.0,25.5699996948,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,1.77499997616,0.0,-0.0428999997675,0.0,0.00393000012264,0.0,2.78900006379e-05,0.0,0.0,0.0,37.5200004578,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
74,1634697446029291157,20613,1634697368736923110,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.72500002384,0.0,0.0399999991059,0.0,0.00270999991335,0.0,1.05600001916e-05,0.0,0.0,0.0,23.7700004578,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,1.69500005245,0.0,-0.0463999994099,0.0,0.0041899997741,0.0,4.02000005124e-05,0.0,0.0,0.0,35.0900001526,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
75,1634697446077671642,20614,1634697368786718150,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.68900001049,0.0,0.042199999094,0.0,0.00273000006564,0.0,1.05600001916e-05,0.0,0.0,0.0,23.7700004578,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,1.73399996758,0.0,-0.0379000008106,0.0,0.00430000014603,0.0,4.00099997933e-05,0.0,0.0,0.0,35.0900001526,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
76,1634697446127571622,20615,1634697368836701960,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.81400001049,0.0,0.0077999997884,0.0,0.00164999999106,0.0,1.35500004035e-05,0.0,0.0,0.0,43.1300010681,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,1.71700000763,0.0,0.00680000009015,0.0,0.00164999999106,0.0,1.36600001497e-05,0.0,0.0,0.0,44.8400001526,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
78,1634697446228529282,20617,1634697368936266740,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.85399997234,0.0,0.00899999961257,0.0,0.00168999994639,0.0,8.62999968376e-06,0.0,0.0,0.0,46.25,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,1.66499996185,0.0,0.00730000017211,0.0,0.00168999994639,0.0,8.82000040292e-06,0.0,0.0,0.0,48.9799995422,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
79,1634697446276910834,20618,1634697368986067390,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.84599995613,0.0,0.00879999995232,0.0,0.001719999942,0.0,8.62999968376e-06,0.0,0.0,0.0,46.25,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,1.65400004387,0.0,0.00570000009611,0.0,0.001719999942,0.0,8.92000025488e-06,0.0,0.0,0.0,48.9799995422,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
80,1634697446329310698,20619,1634697369038449910,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.84200000763,0.0,0.00870000012219,0.0,0.00173000001814,0.0,8.62999968376e-06,0.0,0.0,0.0,46.25,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,1.65699994564,0.0,0.0054999999702,0.0,0.00173000001814,0.0,8.92000025488e-06,0.0,0.0,0.0,48.9799995422,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
82,1634697446430765651,20621,1634697369138241990,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.84700000286,0.0,0.0115000000224,0.0,0.00179999996908,0.0,1.10399996629e-05,0.0,0.0,0.0,62.0800018311,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,1.64699995518,0.0,0.00760000012815,0.0,0.00179999996908,0.0,1.10800001494e-05,0.0,0.0,0.0,49.0099983215,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
83,1634697446477647711,20622,1634697369186787430,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.8409999609,0.0,0.0120999999344,0.0,0.00181000004523,0.0,9.31999966269e-06,0.0,0.0,0.0,63.6800003052,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,1.65199995041,0.0,0.00910000037402,0.0,0.00181000004523,0.0,9.42000042414e-06,0.0,0.0,0.0,42.8600006104,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
84,1634697446527003945,20623,1634697369236223280,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.82099997997,0.0,0.0126000000164,0.0,0.00184000004083,0.0,9.30999976845e-06,0.0,0.0,0.0,63.6800003052,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,1.65699994564,0.0,0.00820000004023,0.0,0.00184000004083,0.0,9.46999989537e-06,0.0,0.0,0.0,42.8600006104,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
86,1634697446780370110,20625,1634697369336379780,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.84000003338,0.0,0.0115000000224,0.0,0.00187000003643,0.0,9.21999981074e-06,0.0,0.0,0.0,61.9700012207,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,1.71099996567,0.0,0.00730000017211,0.0,0.00187999999616,0.0,9.59000044531e-06,0.0,0.0,0.0,40.4799995422,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
87,1634697446780372802,20626,1634697369386319650,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.85699999332,0.0,0.00960000045598,0.0,0.00190999999177,0.0,1.16700002764e-05,0.0,0.0,0.0,60.2400016785,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,1.74100005627,0.0,0.00899999961257,0.0,0.00190999999177,0.0,1.18099997053e-05,0.0,0.0,0.0,38.5099983215,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
88,1634697446780375093,20627,1634697369437087910,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.86000001431,0.0,0.0093999998644,0.0,0.00193999998737,0.0,1.16800001706e-05,0.0,0.0,0.0,60.2400016785,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,1.75699996948,0.0,0.00740000000224,0.0,0.0019499999471,0.0,1.20000004245e-05,0.0,0.0,0.0,38.5099983215,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
90,1634697446831389475,20629,1634697369538268710,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.82899999619,0.0,0.00980000011623,0.0,0.00197999994271,0.0,9.75999955699e-06,0.0,0.0,0.0,58.5299987793,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,1.72599995136,0.0,0.00520000001416,0.0,0.00197999994271,0.0,1.01799996628e-05,0.0,0.0,0.0,33.8800010681,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
91,1634697446877349564,20630,1634697369586500440,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.81599998474,0.0,0.00960000045598,0.0,0.00200000009499,0.0,9.66999959928e-06,0.0,0.0,0.0,58.5299987793,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,1.72099995613,0.0,0.00130000000354,0.0,0.00200999993831,0.0,1.05199997051e-05,0.0,0.0,0.0,33.8800010681,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
92,1634697446929404760,20631,1634697369638591390,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.80499994755,0.0,0.00839999970049,0.0,0.00205000001006,0.0,1.26000004457e-05,0.0,0.0,0.0,56.8199996948,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,1.71700000763,0.0,0.00200000009499,0.0,0.00205000001006,0.0,1.29999998535e-05,0.0,0.0,0.0,38.9399986267,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
94,1634697447029127527,20633,1634697369737168790,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.82000005245,0.0,0.0054999999702,0.0,0.00215000007302,0.0,1.77199999598e-05,0.0,0.0,0.0,47.3400001526,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,1.73399996758,0.0,0.00230000005104,0.0,0.00215000007302,0.0,1.79300004675e-05,0.0,0.0,0.0,38.2900009155,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
95,1634697447077353448,20634,1634697369786524720,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.81500005722,0.0,0.00579999992624,0.0,0.00219999998808,0.0,1.77199999598e-05,0.0,0.0,0.0,47.3400001526,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,1.72599995136,0.0,-0.00130000000354,0.0,0.00219999998808,0.0,1.82000003406e-05,0.0,0.0,0.0,38.2900009155,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
96,1634697447127458285,20635,1634697369836710690,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.83000004292,0.0,0.00540000014007,0.0,0.00224000005983,0.0,1.98100005946e-05,0.0,0.0,0.0,45.6199989319,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,1.76600003242,0.0,0.00540000014007,0.0,0.00224000005983,0.0,1.98100005946e-05,0.0,0.0,0.0,38.9399986267,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
